Song Name,Movie Name,Release Year,Music Director,Poet,Singers,Actors
"Banwri Chakori, Karay Dunya Say Chori Chori, Chanda Say Pyar..",Anar Kali,1958,Rasheed Attray,Qateel Shafai,Noorjahan,
"Bar Bar Tarsen Moray Nain, Moray Naina..",Waada,1957,Rasheed Attray,Saifuddin Saif,Kousar Parveen,
"Barbad Hay Dil, Veeran Hay Nazar, A Raat Zara Tham Tham Kay Guzar..",Gulnar,1953,Master Ghulam Haider,Qateel Shafai,Noorjahan,
"Barbad Huway Ham Jin Kay Liye, Woh Ham Say Huway Hayn Beganay..",Ghulam,1953,Master Ghulam Haider,Saghar Siddiqi,Pukhraj Pappu,
"Barbad Kiya Qismat Nay Hamen, Jeenay Ka Sahara Koi Nahin..",Hasrat,1958,Safdar Hussain,Qateel Shafai,Iqbal Bano,
"Barbad Tamanna Roti Hay, Hansanay Ki Koi Tadbir Nahin..",Bheegi Palken,1952,Master Ghulam Haider,Qateel Shafai,Munawar Sultana,
"Bars Rahi Hay Barsat Ray, Piya Aa Ja, Aaj Ki Raat Ray..",Baap Ka Gunah,1957,Rasheed Attray,Saifuddin Saif,Kousar Parveen,
"Barsat Ka Mousam Hay, Ghata Jhoom Rahi Hay..",Funkar,1956,Tamar Barn,Tajammul Hussain,Khursheed,
"Barsat Ko Woh Raat, Kaho Kaisay Bhulayen, O Balam..",Toofan,1955,G.A. Chishti,Saifuddin Saif,Pukhraj Pappu,
"Bata A Asmaan Walay, Meray Nalun Peh Kya Guzri..",Ishq-e-Laila,1957,Safdar Hussain,Qateel Shafai,Inayat Hussain Bhatti,
"Bata A Dil, Jiye Dunya Mein Kis Kay Aasray Koi..",Hamari Basti,1950,Feroz Nizami,Mushir Kazmi,Pukhraj Pappu,
"Be-Dard Aasman Hay, A 2 Jahan Kay Malik, Kya Janay..",BeGunah,1958,Mian Shehar Yaar,Ashur Kazmi,Inayat Hussain Bhatti,
"Be-Dard Zamanay Say Kabhi Pyar Na Karna, Yeh Aag Hay..",BeQarar,1950,Master Ghulam Haider,Tufail Hoshiarpuri,Pukhraj Pappu,
"Be-Saharon Kay Saharay, As-Salam, A Haq Kay Pyaray..",Touheed,1958,A. Hameed,Aasi Nizami,Manzoor,
"Bedard Zamana, Koi Na Sunay Tootay Huay Dil Ka Fasana..",Beli,1950,Rasheed Attray,Ahmad Rahi,Pukhraj Pappu,
"Bedard Zamaney Walo Nay, Kab Dard Kisi Ka Jana Hay..",Aas Pas,1957,Akhtar Hussain Akhian,Sahil Farani,Saleem Raza,
"Beet Chali Raat, Sanam, Tum Nahin Aye..",Pasban,1957,Rasheed Attray,Hazin Qadri,Zubaida Khanum,
"Beetay Huway Din, Beeti Hui Ratian, Yaad Kar..",Lalkar,1959,Akhtar Hussain Akhian,Hazin Qadri,Zubaida Khanum,
"Bekar Hay Dunya Teri, Dunya Ko Jala Day..",Mazloom,1959,Tufail Farooqi,Arsh Lakhnavi,Zubaida Khanum,
"Bemar-e-Mohabbat Hun, Meri Na Dawa Karna..",Shama,1959,Hassan Latif,Tanvir Naqvi,Zubaida Khanum,
"Beqabu Hay Mera Dil, Bari Mushkil, Yeh Samaa Beetay Na..",Aas Pas,1957,Akhtar Hussain Akhian,Sahil Farani,Zubaida Khanum,
"Bhag Na Jana Ray Sayyan, Bhag Jao Gay, Kuchh Apna Kawao Gay..",Judai,1950,Hassan Latif,Tanvir Naqvi,Pukhraj Pappu,
"Bhag Yahan Say Bhag Ray, Dagar Dagar Par Is Nagri Mein Aag Lagi Hay..",Gumnam,1954,Master Inayat Hussain,Tanvir Naqvi,Fazal Hussain,
"Bhagwan, Kahan Jaun, Chain Na Aye..",Pinjra,1951,Talib Hussain Jafri,?,Iqbal Leylpuri,
"Bhatak Jaye Ga, Array Janay Walay, Mohabbat Kay Rastay..",Sahara,1959,Mohammad Ali Munnu,Sardar Adeeb,Saleem Raza,
"Bheegi Bheegi Raat Mein, Phoolon Ki Barsat Mein..",Pehla Qadam,1958,Ghulam Nabi,?,?,
Bhook Say Armaan Machal Kar Reh Geye..,Bedari,1957,Fateh Ali Khan,Khawar Zaman,Kousar Parveen & Co.,
"Bhool Geye Mohay Sham Sakhi Ray, Aansoo Ro Ro Kar..",Khatoon,1955,Rasheed Attray,Tufail Hoshiarpuri,Zubaida Khanum,
"Bhoolnay Wala Bhool Geya Tu Meri Wafaen, Apni Jafaen..",Sachai,1949,G.A. Chishti,Tanvir Naqvi,Munawar Sultana,
"Bhoor Hui Ghar Aao Majhi, Bhoor Hui Ghar Aao..",Jago Hua Savera,1959,Tamar Barn,Faiz Ahmad Faiz,Rahat Ghaznavi,
"Bhulana Na, O Sajna, Albalay, Jee Na Saken Gay Tum Bin Akelay..",Baap Ka Gunah,1957,Rasheed Attray,Saghar Siddiqi,Naheed Niazi,
"Bol Bol Vairniya, Main Gei Thi Kahan..",Teri Yaad,1948,Inayat Ali Nath,Tufail Hoshiarpuri,Munawar Sultana,
Bol Meray Mann Kay Papiye..,Shola,1952,Fateh Ali Khan,?,Salma Begum,
"Boojho Ray, Meray Man Ki BaatK Koi Bhoojo Ray..",Toofan,1955,G.A. Chishti,Zaheer Kashmiri,Pukhraj Pappu,
"Bujhao Shamen, Barhao Mehfil, Koi Bhi Mehfil Mein Ab Begana Nahin..",Shararay,1955,Feroz Nizami,Tanvir Naqvi,Munawar Sultana,
"Bujhi Bujhi Si Roshni Aur Ham, Koi Bhi Hosh Mein Nahin..",Jhoomar,1959,Khawaja Khursheed Anwar,Tanvir Naqvi,Irene Parveen,
"Chain Say So Rahay Thay Ham, Koi Jaga Kay Chal Diya..",Neya Zamana,1958,Tasadduq Hussain,Nusrat Mansoori,Munir Hussain,
"Chal Bheyi, Sher Jawana, Thumak Thumak Nach Tu Aisay..",Gulshan,1959,Feroz Nizami,Qateel Shafai,Naheed Niazi,
"Chal Chal Ri Jawani Chal, Tu Neye Jahan Mein Chal..",Anjaam,1957,A. Hameed,Mushir Kazmi,Kousar Parveen,
"Chal Meri Gari, Liye Pyar Ki Sawari..",Vah Ray Zamanay,1958,Ghulam Nabi,Fyaz Hashmi,Kousar Parveen,
"Chal Na Sakay Gi 4/20, Khatray Ki Sun Lo Ghanti..",Raaz,1959,Feroz Nizami,Kaleem Usmani,Ahmad Rushdi,
"Chala Pyar Ka Atom Bomb, Kaleja Phatt Geya, Bomb Chhaka..",Haqeeqat,1956,G.A. Chishti,A. Shah,Kousar Parveen,
"Chalay Hayn Ghoomnay, Aasman Ko Choomnay..",Pavan,1956,Nazir Jafri,Mushir Kazmi,Kousar Parveen,
Chalay Hayn Pyar Ki Dunya Basanay..,Laila Majnu,1957,Rasheed Attray,Tanvir Naqvi,Naheed Niazi,
"Chalay Nahin Jana, Jiya Mera Tor Kay Ji..",Shola,1952,Fateh Ali Khan,Taj Chodhary,Zeenat Begum,
"Chali Ray, Chali Ray, Main To Des Piya Kay Chali Ray..",Jhoomar,1959,Khawaja Khursheed Anwar,Tanvir Naqvi,Naheed Niazi,
"Chalo Chalen Maa, Sapno Kay Gaon Mein..",Bedari,1957,Fateh Ali Khan,Fyaz Hashmi,Munawar Sultana,
"Chalta Chala Ja Pal Pal, Dam Dam Peechay Hattay Na..",Aaj Kal,1959,?,Tanvir Naqvi,Saleem Raza,
"Cham Cham Chamkay Ray Chunariya, Kahin Lagay Na..",Sahara,1959,Mohammad Ali Munnu,Sardar Adeeb,Munawar Sultana,
"Chamak Raha Hay Chand, Paray Hayn Mand Sitaray..",Bheegi Palken,1952,Master Ghulam Haider,Tufail Hoshiarpuri,Munawar Sultana,
"Chamken Gulabi Chunariya Kay Taray, Gori Teri Kya Baat Hay..",Neya Dour,1958,Tasadduq Hussain,Qateel Shafai,Iqbal Bano,
"Chamken Seep Kay Moti, Jaisay Nain Teray Matwalay..",Karnama,1956,Nathu Khan,Bezar Sarhadi,Nazir Begum,
"Chand Aansoo, Chand Aahen Aur Dil-e-Nakam Hay..",2 Kinaray,1949,Fateh Ali Khan,Tufail Hoshiarpuri,Ali Bakhsh Zahoor,
"Chand Aansoo, Chand Aahen Aur Dil-e-Nakam Hay..",2 Kinaray,1949,Fateh Ali Khan,Tufail Hoshiarpuri,Pukhraj Pappu,
"Chand Chamka Tha Peepal Ki Aut Say, Sakhi Raat Ko..",Anjaam,1957,A. Hameed,Saghar Siddiqi,Zubaida Khanum,
"Chand Hansay, Dunya Basay, Roye Mera Pyar Ray..",Intezar,1956,Khawaja Khursheed Anwar,Qateel Shafai,Noorjahan,
"Chand Jab Chamkay, Tujhay Dil Bulaye, Machaltay Armaan..",Shama,1959,Hassan Latif,Tanvir Naqvi,Zubaida Khanum,
"Chand Si Teri Jabeen, Kisay Maloom Nahin..",Ishq-e-Laila,1957,Safdar Hussain,Qateel Shafai,Zubaida Khanum,
Chand Takkay Chhup Chhup Kay Unchi Khajoor Say..,Ishq-e-Laila,1957,Safdar Hussain,Qateel Shafai,Saleem Raza,
"Chanda Abb to Chhup Ja Ray, Gham Ki Badariya Chhai Hay..",Lakhpati,1958,Masoom Rahim,Sahil Farani,Nazir Begum,
"Chanda Ki Nagri Say Aaja Ri Nindya, Taron Ki Nagri Say Aaja..",Lakht-e-Jiggar,1956,G.A. Chishti,Nazim Panipati,Noorjahan,
"Chanda Ray Chanda, Meray Daaman Ko Tham Ray..",Lakht-e-Jiggar,1956,G.A. Chishti,Saifuddin Saif,Noorjahan,
"Chanda Say Poochh Lay, Taron Say Poochh Lay..",Jheel Kinaray,1955,Nazir Jafri,Mushir Kazmi,Kousar Parveen,
"Chandi Ki Ik Jhankar Par, Jeewan Ki Bazi Haar Kar, Koi Bik Geya..",Gumnam,1954,Master Inayat Hussain,Qateel Shafai,Munawar Sultana,
"Chandni Raat Hay, Chanda Sath Hay, Kya Mulaqat Hay..",Nazrana,1955,Tufail Farooqi,Qateel Shafai,Kousar Parveen,
"Chandni Raten, Sab Jagg Soye, Ham Jagen, Taron Say Karen Batein..",Dupatta,1952,Feroz Nizami,Mushir Kazmi,Noorjahan,
Chandni Raton Mein Aa Pyar Ka Naghma Suna Lay..,Sassi,1954,G.A. Chishti,Aziz Meeruti,Inayat Hussain Bhatti,
Channan Chhannan Dharak Raha Hay Mann Yun..,Shalimar,1956,G.A. Chishti,Tanvir Naqvi,Zubaida Khanum,
"Chhai Ray Ghata Ghanghor, Chhai Ray..",Pinjra,1951,Talib Hussain Jafri,?,Iqbal Leylpuri,
Chhal Chhal Chhalkay.. Mera Pyar Dagmag Dolay..,Noukar,1955,G.A. Chishti,Qateel Shafai,Kousar Parveen,
"Chhalak Rahi Hayn Mastian, Nashay Mein Doob Utha Jahan..",Raaz,1959,Feroz Nizami,Kaleem Usmani,Ahmad Rushdi,
Chhalakta Rahay Tera Jam Subh-o-Sham..,Darbar,1958,Rehman Verma,Mushir Kazmi,Kousar Parveen,
"Chhalki Jawani, Hey Jiya Mora Dolay..",Teri Yaad,1948,Inayat Ali Nath,Saifuddin Saif,Munawar Sultana,
"Chham Chham Gaun, Pall Pall Gaun, Aa Ja Sajjan Moray, Aa Ja..",Gulshan,1959,Rasheed Attray,Qateel Shafai,Naheed Niazi,
"Chham Chham Nachun, Meray Piya Ghar Aye..",Zehr-e-Ishq,1958,Khawaja Khursheed Anwar,Qateel Shafai,Zubaida Khanum,
"Chham Chhama Chham, Naach Utha Ang Sakhi Mera..",Gumnam,1954,Master Inayat Hussain,Qateel Shafai,Kousar Parveen,
"Chhamak Chhamak, Thumak Thumak Chaal..",Mehbooba,1953,Master Inayat Hussain,Qateel Shafai,?,
"Chhan Chhan Baj Uthi Meri Aaj Payelia, Jiara Jhoolay..",Mumtaz,1958,Mian Shehar Yaar,Liaqat Sehbai,Naseem Begum,
"Chhan Chhan Bajay Payel, Jiya Nachay Ho..",Shikar,1956,Asghar Ali,Hafeez Jalandhri,Madhu Almas,
Chhan Chhan Nachay Mora Nikhra Joban..,Apna Paraya,1959,Saif Chughtai,Munir Jeelani,Naseem Begum,
"Chhan Chhana Chham, Payel Chhankay, Kangan Bolay..",Nazrana,1955,Tufail Farooqi,Qateel Shafai,Kousar Parveen,
"Chhan, Chhan, Chhan, Bajay, Payel Bajay, Sanwariya..",Neend,1959,Rasheed Attray,Tanvir Naqvi,Noorjahan,
"Chhanan Chhan Bajay Payelia, Dekho Ji Basay Moray Mann Mein..",Ruhi,1954,Rasheed Attray,Tufail Hoshiarpuri,Najam Ara,
"Chhanan Chhanan, Payel Mori Chhankay, Huway Pooray Sapnay..",Neya Dour,1958,Tasadduq Hussain,Qateel Shafai,Kousar Parveen,
"Chhap Chhap Chhap, Attak Stakk, Champa, Jawani Nay Liya Thamka..",Himmat,1959,Saleem Iqbal,Rehman Pyami,?,
Chhera Hay 2 Dillon Nay Mohabbat Ka Tarana..,Murad,1957,Safdar Hussain,Qateel Shafai,Zubaida Khanum,
"Chheron Gi Apnay Dil Ki Kahani, Teray Liye Lai Hun..",Ilteja,1955,Gul Haidar,Qateel Shafai,Kousar Parveen,
Chhoomantar Ki Dali.. Main Hun Naar Baray Dil Wali..,Naghma-e-Dil,1959,G.A. Chishti,Tufail Hoshiarpuri,Zubaida Khanum,
"Chhoonay Na Dungi Sharir, Najrion Say Dil Bhar Dungi..",Khatoon,1955,Rasheed Attray,Tufail Hoshiarpuri,Zubaida Khanum,
Chhor Hamen Kis Des Sudharay Sayyan Hamaray..,Inteqam,1955,Master Inayat Hussain,Saifuddin Saif,Iqbal Bano,
"Chhoro Chhoro Jee, Kalai Mori, O Balam Harjai..",Dil Mein Tu,1958,Manzoor,Sardar Adeeb,Iqbal Bano,
"Chhoro, Aapas Kay Sab Jhagray, Kar Lo Sulah Safai..",Neya Dour,1958,Tasadduq Hussain,Qateel Shafai,Munir Hussain & Co.,
"Chhunn Chhun Nachun Gi, Gunn Gunn Gaun Gi..",Intezar,1956,Khawaja Khursheed Anwar,Qateel Shafai,Noorjahan,
"Chhup Chhup Kay Sanam, Tujhay Meri Qasam..",Pasban,1957,Rasheed Attray,Sorash Dehliv,Zubaida Khanum,
"Chhup Geya Din, Kali Raat Aa Geyi..",Hamari Basti,1950,Feroz Nizami,Mushir Kazmi,Pukhraj Pappu,
"Chori Ho Geya Dil, Matwala, Saajan Dhundh Kay La Do Na..",16 Aanay,1959,Feroz Nizami,Qateel Shafai,Zubaida Khanum,
"Chup Chup Chup, Jawani Ayi Ray, Ho Ho, Jawani Ayi Ray..",Ghulam,1953,Master Ghulam Haider,Tufail Hoshiarpuri,Pukhraj Pappu,
"Chupkay Chupkay, Chhup Chhup Kay, Meray Naino Mein Bass Jana..",Pavan,1956,Nazir Jafri,Qateel Shafai,Kousar Parveen,
"Chupkay Say Dil Mein Aan Kay, Yeh Kis Nay Gudgudaya..",Sitaron Ki Dunya,1958,Zafar Khursheed,Mayel Lakhnavi,Nazir Begum,
Daal Peh Papiha Jab Holay Holay Rota Hay..,Mehbooba,1953,Master Inayat Hussain,Saifuddin Saif,Pukhraj Pappu,
"Daata Ki Hayn Mehrbania, Aaj Kheithon Peh Ayi Jawania..",BeQarar,1950,Master Ghulam Haider,Tufail Hoshiarpuri,Munawar Sultan,
"Dam Kay Dama Dam, Chhup Chhup Kay Karen Pyar..",Sardar,1957,G.A. Chishti,Ahmad Rahi,Zubaida Khanum,
Dam Mast Qalandar Bol Keh Dunya 4 Dino Ka Mela Hay..,Amanat,1950,Nazir Jafri,Qateel Shafai,Allauddin,
Dar-Ba-Dar Phirtay Hayn Ham Ko Poochta Koi Nahin..,Shahida,1949,Master Ghulam Haider,Hakeem Ahmad Shujaa,Munawar Sultana,
"Dard Hay Ya Is Dil Ki Dawa Hay, O Matwalay, Peenay Walay..",Inteqam,1955,Master Inayat Hussain,Saifuddin Saif,Zubaida Khanum,
"Dard-e-Dil, Teri Dawa Koi Nahin..",Jallan,1955,Mohammad Ali Munnu,Saifuddin Saif,Zubaida Khanum,
Dard-e-Mohabbat Say Beganay Baray Deevanay Aatay Hayn..,Laila Majnu,1957,Rasheed Attray,Tufail Hoshiarpuri,Naheed Niazi,
"Darr Matt, Aa Ja, Ho Ho..",Shammi,1950,Master Inayat Hussain,Tanvir Naqvi,Inayat Hussain Bhatti,
Dastoor Yeh Hi Hay Dunya Ka Jo Pyar Karay Barbad Rahay..,Aavaz,1953,Hassan Latif,Sahil Farani,Inayat Hussain Bhatti,
"Deep Bujhay, Hey Raat Jali, Tera Gham Kahay Ham Say..",Anokhi,1956,Timir Baran,Fyaz Hashmi,Zubaida Khanum,
"Deep Jalay, Jab Sham Kay Mann Mein Jagay..",Neyi Larki,1958,Hassan Latif,Munir Niazi,Zubaida Khanum,
"Dekh Badariya Kali, Jo Jo Mann Mein Aye..",Judai,1950,Hassan Latif,Tanvir Naqvi,Pukhraj Pappu,
"Dekh Dekh, Zara Dekh Idhar, O Mast Nazar..",Mandi,1956,Rafiq Ghaznavi,Mushir Kazmi,Khursheed,
"Dekh Len Gay Dunya Walay, Hamen Na Bulao Jee..",2 Kinaray,1949,Fateh Ali Khan,Tufail Hoshiarpuri,Malika Pukhraj,
"Dekh Rutt Haseen, Dilruba Pyar Kar Lay..",Aakhri Nishan,1958,Rehman Verma,Tanvir Kazmi,Kousar Parveen,
"Dekha Bhi Na Tha, Toot Geya Khawab Suhana..",Jahad,1950,Karim Dad Anwar,Tanvir Naqvi,Zeenat Begum,
"Dekhna Piya, Bhool Jayo Na, Payel Ki Jhanak Bajay Chham Chham..",Aas Pas,1957,Akhtar Hussain Akhian,Sahil Farani,Zubaida Khanum,
"Dekho Jee, Bedardi Sayya, Ja Kay Nahin Aaye..",Zehr-e-Ishq,1958,Khawaja Khursheed Anwar,Qateel Shafai,Naheed Niazi,
"Dekho Mori Rani, Aaj Saghai Hay, Nacho Nacho, Gao Gao..",Eid,1951,?,?,?,
"Dham Bhak, Dham Bhak Dhayya Ho Ho..",Akeli,1951,Master Ghulam Haider,Qateel Shafai,Noor Mohammad Charlie,
"Dhan Dhagay Na Tang, Dhan Teri Yaad Kay..",Soteli Maa,1956,G.A. Chishti,Sardar Adeeb,Munawar Sultana,
"Dharaknay Laga Dil, Nazar Jhuk Geyi, Kabhi Un Say Jab Samna Ho Geya..",Neya Zamana,1958,Tasadduq Hussain,Majruh Sultanpuri,Kousar Parveen,
"Dharkan Mein, Us Neye Dil Mein Umang Ray..",Lalkar,1959,Khursheed Qais,Hazin Qadri,Zubaida Khanum & Co.,
"Dharkay Mera Dil, Pyar Kay Dar Say, Dekho, Idhar, Na Udhar..",Karnama,1956,Nathu Khan,Bezar Sarhadi,Nazir Begum,
"Dheeray Dheeray, Aa Nindiya Suhani, Sapno Ki Rani..",Ankh Ka Nashah,1957,Master Inayat Hussain,Tufail Hoshiarpuri,Kousar Parveen,
"Dheeray Say Aa Kay Nindiya, Sapno Kay Phool Chun'na..",Neya Zamana,1958,Tasadduq Hussain,Majru Sultanpouri,Zubaida Khanum,
"Dheeray Say Aa Kay Nindiya, Sapno Kay Phool Chun'na..",Neya Zamana,1958,Tasadduq Hussain,Majru Sultanpouri,Saleem Raza,
"Dil Bhi Mujh Say Door Door, Un Ka Dil Bhi Majboor..",Anokhi Dastan,1950,G.A. Chishti,?,Munawar Sultana,
"Dil Chura Kay Na Nazren Churana Kahin, Meri Dunya Mein Aa Kay..",Sathi,1959,Fateh Ali Khan,Tufail Hoshiarpuri,Munir Hussain,
"Dil Day Kay Dagha Nahin Dena, Soch Lena..",Parvaz,1954,Rafiq Ghaznavi,Ahmad Rahi,?,
"Dil Dena, Day Kar Pachhtana, Ik Purna Khel Hay..",Raat Ki Baat,1954,Master Inayat Hussain,Saifuddin Saif,?,
"Dil Hamara Loot Kay, Na Janay Kon Lay Geya..",Bheegi Palken,1952,Master Ghulam Haider,Mushir Kazmi,Munawar Sultana,
Dil Hamara Zulf Ki Zanjeer Kay Qabil Na Tha..,Haqeeqat,1956,G.A. Chishti,A. Shah,Saleem Raza,
"Dil Jhoom Jhoom Jaye, Geeton Bhari Kahani..",Intekhab,1955,Feroz Nizami,Qateel Shafai,Inayat Hussain Bhatti,
"Dil Jhoom Kay Lehraye, Ho Geye Ham Sharabi..",Gumrah,1959,Master Inayat Hussain,Qateel Shafai,Naheed Niazi,
"Dil Ka Diya Jalaya Main Nay, Dil Ka Diya Jalaya..",Koel,1959,Khawaja Khursheed Anwar,Tanvir Naqvi,Noorjahan,
"Dil Ka Nazrana Mila, Teri Ankhon Mein Mujhay Pyar Ka Afsana Mila..",Toofan,1955,G.A. Chishti,Saifuddin Saif,Pukhraj Pappu,
Dil Kay Jalnay Ka Nishan Baqi Hay..,Ghairat,1951,Talib Hussain Jafri,Muzaffar Tahir,Raza,
"Dil Ki Baat, Zaban Peh Aye, Hey Kahi Na Jaye..",Aavaz,1953,Hassan Latif,Sahil Farani,Munawar Sultana,
"Dil Ki Dharkan, Ki Ko Pukaray, Dil Mein Jagmag Karay Sitaray..",Sohni,1955,Feroz Nizami,Qateel Shafai,Kousar Parveen,
"Dil Ki Lagi Bujhaye Ja, Apna Mujhay Banaye Ja..",Maska Polish,1957,Deebo,Fida Yazdani,Depura Danial,
"Dil Ki Lagi Nay Khawar Kiya, Hey, Kya Kahun, Kyun Un Peh Eitbar Kiya..",Eid,1951,?,?,S.D. Batish,
Dil Ki Tabahiyon Ka Sabab Kya Batayen Tumhen..,Tamanna,1958,Hassan Latif,Qateel Shafai,Zubaida Khanum,
"Dil Ki Yeh Awaz Hay, Jee Pyar Hona Chahiye..",Qatil,1955,Master Inayat Hussain,Qateel Shafai,Kousar Parveen & Co.,
Dil Kisi Ko Day Day Ya Dil Kisi Say Lay Lay..,Murad,1957,Safdar Hussain,Qateel Shafai,Zubaida Khanum,
"Dil Kisi Ko Dijiye, Dil Kisi Ka Lijiye..",Noor-e-Islam,1957,Hassan Latif,Tanvir Naqvi,Zubaida Khanum,
"Dil Ko Bachana, Zara Dil Ko Bachana, Jhatak Kay Zulfen..",Darbar,1958,Rehman Verma,Mushir Kazmi,Naheed Niazi,
"Dil Ko Gham Say Raha Karay Koi, Meray Dukh Ki Dawa Karay Koi..",Khatoon,1955,Rasheed Attray,Tufail Hoshiarpuri,Zubaida Khanum,
"Dil Ko Gham-e-Hayyat Gawara Hay, In Dinno..",Tamanna,1958,Hassan Latif,Qateel Shafai,Zubaida Khanum,
"Dil Ko Laga Kay Kahin Bhool Na Jana, Zalim Zamana Hay..",BeQarar,1950,Master Ghulam Haider,Tufail Hoshiarpuri,Munawar Sultan,
"Dil Ko Rahat Nahin, Qarar Nahin, Meray Gulshan Mein Ab Bahar Nahin..",Sachai,1949,G.A. Chishti,Tanvir Naqvi,Munawar Sultana,
"Dil Mein Basa Lo, Pyar Karo, Iqrar Kabhi Na Bhoolen Gay..",Aavaz,1953,Hassan Latif,Sahil Farani,Munawar Sultana,
Dil Mein Kuchh Keh Rahi Hayn Aap Say..,Faisala,1959,A. Hameed,Fyaz Hashmi,?,
"Dil Mein Mohabbat Ki Kalian Khila Kay, Lai Hun Teray Liye..",BeQarar,1950,Master Ghulam Haider,Tufail Hoshiarpuri,Munawar Sultana,
"Dil Mein Sama Geya, Aag Laga Geya, Teer Chalaye..",BeQarar,1950,Master Ghulam Haider,Tufail Hoshiarpuri,Munawar Sultana,
"Dil Na Lagana, Kabhi Dil Na Lagana, Hansta Hay Dil Denay Walay..",Khizan Kay Baad,1955,Hassan Latif,Qateel Shafai,Zubaida Khanum,
"Dil Nach Raha Hay Seenay Mein, Ab Chain Milay Ga Jeenay Mein..",Nazrana,1955,Tufail Farooqi,Qateel Shafai,Kousar Parveen,
"Dil Nachay, Mera Dil Nachay, Armaan Bhara Dil Nachay..",Maska Polish,1957,Deebo,Fida Yazdani,?,
"Dil Nay Kaha, Dil Say Meray Pyar Karen, Aa O Balam..",Ilzam,1953,Asghar Ali,Aslam Hashmi,Pukhraj Pappu,
"Dil Nay Li Angrai, Ayi Jawani Ayi, Ho, Ayi Jawani..",Tarrap,1953,Asghar Ali,Mushir Kazmi,?,
"Dil Nay Tujhay Pyar Kiya, Yaad Bar Bar Kiya..",Barkha,1953,Tufail Farooqi,Mushir Kazmi,Munawar Sultana,
"Dil Ne Banaya Tujhay Meet Piya, Pyar Nay Kiya Hay Deevana..",Apna Paraya,1959,Saif Chughtai,Munir Jeelani,Naheed Niazi,
"Dil Neye Taranay Gaye, Kyun Samjh Na Aye..",Kundan,1950,Lal Mohammad Sabri,Tanvir Naqvi,Munawar Sultana,
"Dil Peh Sawar 100, 100 War Chalay, Is Chhori Ki Dhoom Machi Hay..",Akeli,1951,Master Ghulam Haider,Qateel Shafai,Munawar Sultana,
"Dil Ro Ro Kay Pukaray, Toot Geye Saharay..",Wehshi,1956,Tufail Farooqi,Mushir Kazmi,Kousar Parveen,
"Dil Sard Hay, Dil Sard Hay..",Gabhroo,1950,G.A. Chishti,Baba Alam Siaposh,?,
Dil Say Jo Dil Takraye..,Ishq-e-Laila,1957,Safdar Hussain,Qateel Shafai,Zubaida Khanum,
Dil Say Tera Khayal Bhulaya Nahin Jata..,Hamari Basti,1950,Feroz Nizami,Mushir Kazmi,Pukhraj Pappu,
Dil Say Teri Yaad Ko Bhulana Hi Para..,Mehbooba,1953,Master Inayat Hussain,Qateel Shafai,Inayat Hussain Bhatti,
"Dil Shad Bhi, Heran Bhi Hay, Murgha Bhi Nahin, Phir Bhi..",Pasban,1957,Rasheed Attray,Hazin Qadri,Zarif,
"Dil Tham Kay Sun, Betab Jigar Ka Afsana..",Pasban,1957,Rasheed Attray,Ghulam Rabbani,Kousar Parveen,
"Dil Toot Geya, Sab Kuchh Mujh Ko Denay Wala..",Parvaz,1954,Rafiq Ghaznavi,Ahmad Rahi,Kousar Parveen,
Dil Tor Kay Chalay To Nahin Jao Gay..,Hichkolay,1949,Master Inayat Hussain,Saifuddin Saif,Munawar Sultana,
"Dil Tujh Ko Dhoondhta Hay, Dildar Tu Kahan Hay..",Shera,1959,G.A. Chishti,Ahmad Rahi,Zubaida Khanum,
"Dil Tum Say Mohabbat Karta Hay, Tum Jan-e-Mohabbat Ban Jao..",Anokhi Dastan,1950,G.A. Chishti,?,Munawar Sultana,
"Dil Walay, Pi Kar Rang Jama Lay, Aa Jhoom Jhoom Kar Jam Choom..",Sathi,1959,Fateh Ali Khan,Parvez Chishti,Naheed Niazi,
Dillon Ko Shad Rehnay Do..,Anokhi Dastan,1950,G.A. Chishti,?,Zahida Parveen,
Din Guzray Mera Tarap Tarap Kay Aur Raten..,Tamanna,1958,Hassan Latif,Qateel Shafai,Zubaida Khanum,
"Din Hayn Bahar Kay, 16 Sanghar Kay, Baalam Kay Sang Chalun..",Mehfil,1955,Nazir Jafri,Tufail Hoshiarpuri,Pukhraj Pappu,
"Din Hayn Bahar Kay, Rut Hay Singhar Ki..",Mandi,1956,Rafiq Ghaznavi,Mushir Kazmi,Khursheed,
"Din Ko Sataye, Raten Jagaye, Kaisa Tera Pyar Hay..",7 Lakh,1957,Rasheed Attray,Saifuddin Saif,Zubaida Khanum,
Diye Dil Kay Bujha Kar Jalanay Aata Hay Kon..,Masoom,1957,Master Inayat Hussain,Tufail Hoshiarpuri,Kousar Parveen,
"Dono Dillon Peh Hua Ulfat Ka Asar, Thora Thora Sa Idhar..",Inteqam,1955,Master Inayat Hussain,Saifuddin Saif,Iqbal Bano,
"Doob Geya Din, Shaam Dhali, So Geyi Nadiya..",Jago Hua Savera,1959,Tamar Barn,Faiz Ahmad Faiz,Altaf Mehmood,
"Doobtay Jatay Hayn, Taray Aanay Walay Aa Ja..",Seestan,1957,Asghar Ali,Mushir Kazmi,Zubaida Khanum,
"Door Say Na Ghoor Paas Aa, Chhor Kay Na Ja..",Apna Paraya,1959,Saif Chughtai,Munir Jeelani,Ahmad Rushdi,
